tournament,timestamp,date_GMT,status,stadium_name,attendance,home_team_name,away_team_name,referee,Game Week,home_team_pre_match_ppg,away_team_pre_match_ppg,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,home_team_xg,away_team_xg
African Cup of Nations Qualifiers,1605445200,Nov 15 2020 - 1:00pm,complete,Stade du Prince Louis Rwagasore,,Burundi,Mauritania,,4,0.33,1.67,0.83,1.5,3,1,4,2,1,1,6;46;55,27,3,5,1,0,0,0,1,0,0,0,8,11,6,3,2,8,19,16,46,54,1.37,1.51
UEFA Nations League,1605448800,Nov 15 2020 - 2:00pm,complete,City Arena Trnava (Trnava),,Slovakia,Scotland,Istvan Kovacs,5,0.25,2.5,0.67,1.67,1,0,1,1,1,0,31,,1,4,6,0,3,0,1,5,2,1,8,14,5,6,3,8,15,16,47,53,1.12,1.77
UEFA Nations League,1605448800,Nov 15 2020 - 2:00pm,complete,ToÅ¡e Proeski Arena (Skopje),,North Macedonia,Estonia,Marius IonuÈ› Avram,5,1.5,0.5,1.5,0.5,2,1,3,1,1,0,29;68,52,3,3,4,0,3,0,2,2,0,3,14,8,8,4,6,4,11,17,55,45,1.75,1.04
African Cup of Nations Qualifiers,1605456000,Nov 15 2020 - 4:00pm,complete,Stade de Moroni,,Comoros,Kenya,,4,1.67,1,1.5,1.17,2,1,3,2,1,1,21;49,36,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1605456000,Nov 15 2020 - 4:00pm,complete,EstÃ¡dio Nacional 24 de Setembro,,Guinea-Bissau,Senegal,,4,1,3,1.5,2.33,0,1,1,0,0,0,,82,4,2,1,1,2,0,1,1,1,1,4,11,3,5,1,6,11,15,40,60,0.71,1.52
African Cup of Nations Qualifiers,1605456000,Nov 15 2020 - 4:00pm,complete,Stade Omnisports Idriss Mahamat Ouya,,Chad,Guinea,,4,0.6,2.33,0.5,1.83,1,1,2,2,1,1,45,24,3,1,3,1,2,0,3,1,1,1,11,14,5,5,6,9,,,40,60,1.34,1.64
Friendly,1605459600,Nov 15 2020 - 5:00pm,complete,Estadio Nacional Mateo Flores (Ciudad de Guatemala),,Guatemala,Honduras,Mario Alberto Escobar Toca,,0.5,1,1.33,0.5,2,1,3,1,1,0,24;66,68,4,5,2,0,1,0,2,0,0,1,7,8,3,3,4,5,14,9,46,54,0.92,1.09
UEFA Nations League,1605459600,Nov 15 2020 - 5:00pm,complete,Johan Cruijff Arena (Amsterdam),,Netherlands,Bosnia-Herzegovina,FranÃ§ois Letexier,5,1.25,0.5,1.83,0.33,3,1,4,2,2,0,6;13;55,63,5,1,1,0,2,0,0,1,1,1,11,9,9,3,2,6,18,12,53,47,1.85,1.03
UEFA Nations League,1605459600,Nov 15 2020 - 5:00pm,complete,Ãœlker Stadyumu FenerbahÃ§e ÅžÃ¼krÃ¼ SaracoÄŸlu Spor Kompleksi (Ä°stanbul),,Turkey,Russia,Szymon Marciniak,5,0.75,2,1,1.33,3,2,5,3,2,1,26;32;52,10;57,3,5,3,0,4,1,0,3,1,4,14,11,7,5,7,6,12,14,53,47,1.66,1.52
UEFA Nations League,1605459600,Nov 15 2020 - 5:00pm,complete,Stadion Vasil Levski (Sofia),,Bulgaria,Finland,Donatas RumÅ¡as,5,0.25,2.25,0.33,2,1,2,3,2,0,2,68,7;45+1,3,0,5,0,3,0,2,3,1,2,10,4,4,0,6,4,19,18,62,38,1.29,0.47
UEFA Nations League,1605459600,Nov 15 2020 - 5:00pm,complete,Cardiff City Stadium (Cardiff (Caerdydd)),,Wales,Republic of Ireland,Petr Ardeleanu,5,2.5,0.5,2.67,0.5,1,0,1,0,0,0,66,,2,4,3,0,4,1,1,2,1,4,10,11,6,7,4,4,14,12,53,47,1.37,1.44
UEFA Nations League,1605459600,Nov 15 2020 - 5:00pm,complete,Boris Paichadze Dinamo Arena (Tbilisi),,Georgia,Armenia,Marco Guida,5,1.5,1.25,1.17,1.83,1,2,3,1,0,1,65,33;86,8,4,1,0,1,0,0,1,1,0,7,5,3,2,4,3,14,10,62,38,1.18,0.78
UEFA Nations League,1605459600,Nov 15 2020 - 5:00pm,complete,Stadyen Dynama (Minsk),,Belarus,Lithuania,Chris Kavanagh,5,1.75,1.25,1.67,1.33,2,0,2,2,2,0,5;20,,7,4,1,0,2,0,1,0,2,0,7,4,3,0,4,4,18,14,46,54,1.03,0.59
UEFA Nations League,1605459600,Nov 15 2020 - 5:00pm,complete,Air Albania Stadium (TiranÃ« (Tirana)),,Albania,Kazakhstan,Javier Estrada FernÃ¡ndez,5,1.25,1,1.83,0.67,3,1,4,3,2,1,16;23;62,24,5,6,1,0,4,0,1,0,2,2,11,7,7,4,4,3,11,18,61,39,1.56,1
African Cup of Nations Qualifiers,1605466800,Nov 15 2020 - 7:00pm,complete,,,Equatorial Guinea,Libya,,4,1,1,1.5,0.5,1,0,1,1,1,0,27,,3,4,2,0,2,0,0,2,2,0,10,5,6,3,4,2,14,10,59,41,1.58,1
UEFA Nations League,1605469500,Nov 15 2020 - 7:45pm,complete,MAPEI Stadium - CittÃ  del Tricolore (Reggio nell'Emilia),,Italy,Poland,ClÃ©ment Turpin,5,1.5,1.75,2,1.17,2,0,2,1,1,0,27;83,,9,0,1,0,2,1,1,0,1,2,11,2,3,0,8,2,8,14,67,33,1.4,0.27
UEFA Nations League,1605469500,Nov 15 2020 - 7:45pm,complete,King Power at Den Dreef Stadion (Heverlee),,Belgium,England,Danny Makkelie,5,2.25,1.75,2.5,1.67,2,0,2,2,2,0,10;24,,1,5,3,0,0,0,1,2,0,0,6,12,2,5,4,7,13,7,38,62,0.61,1.64
UEFA Nations League,1605469500,Nov 15 2020 - 7:45pm,complete,Telia Parken (KÃ¸benhavn),,Denmark,Iceland,Halil Umut Meler,5,1.75,0,1.67,0,2,1,3,1,1,0,12;90+2,85,4,1,1,0,3,0,0,1,1,2,7,5,2,4,5,1,9,9,55,45,0.85,0.75
UEFA Nations League,1605469500,Nov 15 2020 - 7:45pm,complete,Arena NaÅ£ionalÄƒ (BucureÅŸti),,Romania,Norway,Ali Palabiyik,5,1,2.25,1.33,1.67,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Nations League,1605469500,Nov 15 2020 - 7:45pm,complete,Ernst-Happel-Stadion (Wien),,Austria,Northern Ireland,Maurizio Mariani,5,2.25,0.25,2.17,0.33,2,1,3,0,0,0,81;87,74,11,1,2,0,2,0,1,1,1,1,9,4,2,0,7,4,15,8,52,48,1.11,0.45
UEFA Nations League,1605469500,Nov 15 2020 - 7:45pm,complete,Doosan ArÃ©na (PlzeÅˆ),,Czech Republic,Israel,SrÄ‘an JovanoviÄ‡,5,1.5,1.25,2,1.33,1,0,1,1,1,0,7,,6,10,1,0,0,1,1,0,0,1,11,7,6,5,5,2,18,12,54,46,1.53,1.14
UEFA Nations League,1605469500,Nov 15 2020 - 7:45pm,complete,PuskÃ¡s ArÃ©na (Budapest),,Hungary,Serbia,Glenn Nyberg,5,1.75,0.5,1.83,1,1,1,2,2,1,1,39,17,9,3,1,0,3,0,0,1,1,2,13,11,6,4,7,7,13,13,52,48,1.58,1.26
UEFA Nations League,1605469500,Nov 15 2020 - 7:45pm,complete,Stadionul Zimbru (ChiÅŸinÄƒu),,Moldova,Greece,Fran JoviÄ‡,5,0.25,2,0.17,2,0,2,2,2,0,2,,32;41,1,9,2,0,1,0,0,2,0,1,4,6,0,5,4,1,17,14,34,66,0.41,1.11
UEFA Nations League,1605469500,Nov 15 2020 - 7:45pm,complete,Stadion StoÅ¾ice (Ljubljana),,Slovenia,Kosovo,Bartosz Frankowski,5,2.5,0.5,2.33,0.83,2,1,3,0,0,0,62;90+4,58,11,1,2,0,4,0,1,1,2,2,10,4,5,2,5,2,9,10,66,34,1.55,0.58
African Cup of Nations Qualifiers,1605531600,Nov 16 2020 - 1:00pm,complete,Kamuzu Stadium,,Malawi,Burkina,,4,1,2.33,1.67,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1605531600,Nov 16 2020 - 1:00pm,complete,National Sports Stadium,,Zimbabwe,Algeria,,4,1.33,3,1.33,2.33,2,2,4,3,1,2,43;82,34;38,3,2,3,0,3,0,2,1,1,2,9,11,4,6,5,5,21,16,54,46,1.25,1.5
African Cup of Nations Qualifiers,1605531600,Nov 16 2020 - 1:00pm,complete,,,Swaziland,Etoile du Congo,,4,0,2,0.33,1.33,0,0,0,0,0,0,,,8,7,2,0,1,0,1,1,0,1,13,10,2,3,11,7,16,8,46,54,1.3,1.35
African Cup of Nations Qualifiers,1605531600,Nov 16 2020 - 1:00pm,complete,Nyayo National Stadium,,South Sudan,Uganda,,4,1.2,2.33,1.13,1.33,1,0,1,1,1,0,35,,1,7,0,0,0,1,0,0,1,0,7,7,4,3,3,4,,,45,55,0.99,1.12
African Cup of Nations Qualifiers,1605531600,Nov 16 2020 - 1:00pm,complete,Nelson Mandela Bay Stadium,,Sao Tome and Principe,South Africa,,4,1.2,2,0.75,1.67,2,4,6,2,1,1,12;75,39;70;87;88,7,2,0,0,0,0,0,0,0,0,12,21,5,7,7,14,15,8,44,56,1.42,2.27
Friendly,1605535200,Nov 16 2020 - 2:00pm,complete,Al Maktoum Stadium (Dubayy (Dubai)),,UAE,Bahrain,,,1.5,3,1,3,1,3,4,1,1,0,33,75;82;86,5,6,2,0,2,0,0,2,1,1,12,14,6,6,6,8,12,21,50,50,,
Friendly,1605542400,Nov 16 2020 - 4:00pm,complete,Sharjah Stadium (Al Sharjah (Sharjah)),,Jordan,Syria,,,1,3,2,1.5,1,0,1,1,1,0,13,,6,3,4,1,1,0,4,1,0,1,6,11,4,5,2,6,,,50,50,1.03,1.5
African Cup of Nations Qualifiers,1605542400,Nov 16 2020 - 4:00pm,complete,EstÃ¡dio Nacional do Zimpeto,,Mozambique,Cameroon,,4,1.33,2.33,0.67,1.83,0,2,2,1,0,1,,26;73,5,5,0,0,2,0,0,0,0,2,6,6,3,3,3,3,,,57,43,1.12,1.05
African Cup of Nations Qualifiers,1605542400,Nov 16 2020 - 4:00pm,complete,,,Botswana,Zambia,,4,0.33,1,0.67,1.17,1,0,1,1,1,0,6,,,,2,0,1,0,0,2,1,0,,,,,,,,,,,,
African Cup of Nations Qualifiers,1605542400,Nov 16 2020 - 4:00pm,complete,Independence Stadium,,Gambia,Gabon,,4,1.2,2.33,1.5,1.67,2,1,3,0,0,0,49;79,89,5,0,2,0,2,0,1,1,1,1,8,13,5,3,3,10,14,16,44,56,1.33,1.55
Friendly,1605555900,Nov 16 2020 - 7:45pm,complete,Wiener NeustÃ¤dter Stadion (Wiener Neustadt),,USA,Panama,Harald Lechner,,2,2,2.5,1.5,6,2,8,4,3,1,18;22;26;83;87;90+1,8;79,6,3,2,0,4,0,0,2,2,2,16,9,9,4,7,5,18,15,57,43,2.01,1.13
Friendly,1605610800,Nov 17 2020 - 11:00am,complete,Bangabandhu National Stadium (Dhaka),,Bangladesh,Nepal,,,3,0,2,0.5,0,0,0,0,0,0,,,2,4,,,,,,,,,7,4,2,0,5,4,,,47,53,0.92,0.56
Friendly,1605618000,Nov 17 2020 - 1:00pm,complete,BSFZ-Arena (Maria Enzersdorf),,South Korea,Qatar,Julian Weinberger,,0,0.5,1.5,0.33,2,1,3,3,2,1,1;36,9,3,5,3,0,2,0,0,3,0,2,9,12,6,4,3,8,14,14,52,48,1.36,1.46
African Cup of Nations Qualifiers,1605618000,Nov 17 2020 - 1:00pm,complete,,,Sudan,Ghana,,4,1,3,2,2.17,1,0,1,0,0,0,90+2,,1,6,3,0,2,0,2,1,2,0,9,10,4,4,5,6,21,15,46,54,1.34,1.44
African Cup of Nations Qualifiers,1605618000,Nov 17 2020 - 1:00pm,complete,Stade RÃ©gional de Nyamirambo,,Rwanda,Cape Verde Islands,,4,0.33,1,1,1.67,0,0,0,0,0,0,,,3,8,1,1,1,0,2,0,0,1,4,12,2,6,2,6,,,28,72,0.65,1.59
African Cup of Nations Qualifiers,1605618000,Nov 17 2020 - 1:00pm,complete,Stade Municipal de Mahamasina,,Madagascar,Ivory Coast,,4,2,2,1.33,2.17,1,1,2,1,0,1,51,15,2,4,0,0,1,0,0,0,0,1,4,14,2,5,2,9,15,25,42,58,0.62,1.81
African Cup of Nations Qualifiers,1605618000,Nov 17 2020 - 1:00pm,complete,Bahir Dar Stadium,,Ethiopia,Niger,,4,1,1,1.5,0.67,3,0,3,2,2,0,13;43;70,,5,0,1,0,2,0,0,1,1,1,12,3,6,2,6,1,,,50,50,1.83,0.71
African Cup of Nations Qualifiers,1605618000,Nov 17 2020 - 1:00pm,complete,Setsoto Stadium,,Lesotho,Benin,,4,0.33,2,0.5,1.4,0,0,0,0,0,0,,,2,1,0,0,0,0,0,0,0,0,11,10,2,5,9,5,12,22,45,55,1.11,1.46
Friendly,1605621600,Nov 17 2020 - 2:00pm,complete,The Sevens Stadium (Dubayy (Dubai)),,Uzbekistan,Iraq,,,1.2,1,1,2,1,2,3,0,0,0,,,6,5,,,,,,,,,8,11,4,7,4,4,,,55,45,1.37,1.74
African Cup of Nations Qualifiers,1605628800,Nov 17 2020 - 4:00pm,complete,EstÃ¡dio 11 de Novembro,,Angola,Congo DR,,4,0.33,1,0.67,1.5,0,1,1,0,0,0,,64,6,7,0,0,3,0,0,0,1,2,11,8,3,2,8,6,8,21,53,47,1.49,1.19
African Cup of Nations Qualifiers,1605628800,Nov 17 2020 - 4:00pm,complete,Stade de la RÃ©unification,,Central African Republic,Morocco,,4,1,2.33,0.67,2.33,0,2,2,1,0,1,,39;90+1,4,3,1,0,1,0,0,1,0,1,6,6,0,3,6,3,,,41,59,0.71,0.83
African Cup of Nations Qualifiers,1605628800,Nov 17 2020 - 4:00pm,complete,Stade de KÃ©guÃ©,,Togo,Egypt,,4,0.33,1.67,0.33,2,1,3,4,2,0,2,90+3,18;32;52,5,1,2,0,1,0,1,1,1,0,12,9,6,4,6,5,11,14,53,47,1.65,1.21
African Cup of Nations Qualifiers,1605628800,Nov 17 2020 - 4:00pm,complete,National Stadium,,Sierra Leone,Nigeria,,4,0.67,2.33,0.8,2.33,0,0,0,0,0,0,,,,,0,0,1,0,0,0,0,1,,,,,,,,,,,,
Friendly,1605630600,Nov 17 2020 - 4:30pm,complete,Prince Faisal bin Fahd Stadium (Ar-RiyÄá¸ (Riyadh)),,Saudi Arabia,Jamaica,,,3,1.5,1.5,2,1,2,3,2,1,1,29,34;64,4,7,5,0,5,0,3,2,1,4,6,11,3,9,3,2,19,13,50,50,0.99,1.75
African Cup of Nations Qualifiers,1605639600,Nov 17 2020 - 7:00pm,complete,Sam Nujoma Stadium,,Namibia,Mali,,4,1,2.33,1.5,2.17,1,2,3,3,1,2,39,12;37,6,3,2,0,2,0,1,1,0,2,10,11,5,6,5,5,10,12,44,56,1.65,1.67
African Cup of Nations Qualifiers,1605639600,Nov 17 2020 - 7:00pm,complete,Benjamin Mkapa National Stadium,,Tanzania,Tunisia,,4,1,3,1.17,2.67,1,1,2,1,0,1,48,11,5,2,0,0,3,0,0,0,1,2,,,,,,,,,,,,
UEFA Nations League,1605642300,Nov 17 2020 - 7:45pm,complete,Stadion Poljud (Split),,Croatia,Portugal,Michael Oliver,6,0.6,2,0.5,2.17,2,3,5,1,1,0,29;65,52;60;90,4,12,2,1,1,0,1,2,0,1,5,14,0,7,5,7,14,9,36,64,0.54,1.92
UEFA Nations League,1605642300,Nov 17 2020 - 7:45pm,complete,Stade de France (Saint-Denis),,France,Sweden,Aliaksei Kulbakov,6,2.6,0.6,2.67,0.5,4,2,6,3,2,1,16;36;59;90+4,4;88,4,2,0,0,2,0,0,0,1,1,10,4,5,0,5,4,15,9,52,48,1.27,0.6
UEFA Nations League,1605642300,Nov 17 2020 - 7:45pm,complete,Estadio OlÃ­mpico de Sevilla (Sevilla),,Spain,Germany,Andreas Ekberg,6,1.6,1.8,1.83,1.5,6,0,6,3,3,0,17;33;38;55;71;89,,6,2,0,0,2,0,0,0,1,1,12,0,5,0,7,0,6,12,68,32,1.47,0.16
UEFA Nations League,1605642300,Nov 17 2020 - 7:45pm,complete,swissporarena (Luzern),,Switzerland,Ukraine,Anastasios Sidiropoulos,6,0.6,1.2,1,1,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
UEFA Nations League,1605642300,Nov 17 2020 - 7:45pm,complete,Stade Josy Barthel (LÃ«tzebuerg (Luxembourg)),,Luxembourg,Azerbaijan,Felix Zwayer,6,1.8,1,1.67,1,0,0,0,0,0,0,,,6,6,4,0,3,0,1,3,1,2,12,8,5,3,7,5,15,15,58,42,1.51,1.06
UEFA Nations League,1605642300,Nov 17 2020 - 7:45pm,complete,Stadion Pod Goricom (Podgorica),,Montenegro,Cyprus,,6,2,0.8,2.17,0.67,4,0,4,3,3,0,14;25;28;60,,3,5,3,0,2,0,1,2,1,1,5,11,4,8,1,3,14,12,44,56,0.88,1.61
UEFA Nations League,1605642300,Nov 17 2020 - 7:45pm,complete,Estadi Nacional (Andorra la Vella),,Andorra,Latvia,Dimitar Mechkarovski,6,0.4,0.8,0.33,1.17,0,5,5,1,0,1,,6;57;60;70;90,3,7,5,1,4,0,3,3,3,1,6,7,5,4,1,3,20,16,38,62,0.9,1.18
UEFA Nations League,1605642300,Nov 17 2020 - 7:45pm,complete,Ta'Qali National Stadium (Ta'Qali),,Malta,Faroe Islands,Kristo Tohver,6,1.6,2.2,1.5,2,1,1,2,0,0,0,54,69,3,4,1,0,2,0,1,0,0,2,3,6,3,3,0,3,10,15,54,46,0.7,0.92
UEFA Nations League,1605642300,Nov 17 2020 - 7:45pm,complete,Victoria Stadium (Gibraltar),,Gibraltar,Liechtenstein,Trustin Farrugia Cann,6,2.33,1.33,2,1.25,1,1,2,2,1,1,17,44,4,2,1,0,4,0,1,0,1,3,4,7,0,3,4,4,15,16,38,62,0.5,0.93
Friendly,1605643200,Nov 17 2020 - 8:00pm,complete,Merkur Arena (Graz),,Japan,Mexico,Manuel SchÃ¼ttengruber,,2.33,2.5,1.75,2.6,0,2,2,0,0,0,,63;68,4,4,4,0,3,0,2,2,2,1,9,10,5,5,4,5,16,10,50,50,1.28,1.31
FIFA World Cup Qualifiers,1605646800,Nov 17 2020 - 9:00pm,complete,Estadio OlÃ­mpico de la UCV (Caracas),,Venezuela,Chile,Patricio Loustau,4,0,1.33,0.75,1,2,1,3,2,1,1,9;81,15,9,5,1,0,2,0,0,1,1,1,15,12,6,2,9,10,10,7,42,58,1.58,1.31
FIFA World Cup Qualifiers,1605646800,Nov 17 2020 - 9:00pm,complete,Estadio Rodrigo Paz Delgado (Quito),,Ecuador,Colombia,JesÃºs Valenzuela SÃ¡ez,4,2,1.33,2.25,1,6,1,7,5,4,1,7;9;32;39;78;90+1,45+1,5,4,4,1,5,0,1,4,1,4,16,11,10,3,6,8,17,16,54,46,2.04,1.12
FIFA World Cup Qualifiers,1605654000,Nov 17 2020 - 11:00pm,complete,Estadio Centenario (Montevideo),,Uruguay,Brazil,Roberto Tobar Vargas,4,2,3,1.5,3,0,2,2,2,0,2,,34;45,6,2,4,1,3,0,0,5,1,2,7,8,0,6,7,2,15,12,49,51,0.77,1.14
FIFA World Cup Qualifiers,1605654000,Nov 17 2020 - 11:00pm,complete,Estadio Defensores del Chaco (AsunciÃ³n),,Paraguay,Bolivia,Alexis Herrera,4,1.67,0,1.5,0.25,2,2,4,3,1,2,19;72,41;45,7,3,2,0,3,0,0,2,1,2,23,8,6,3,17,5,12,12,69,31,2.26,0.95
FIFA World Cup Qualifiers,1605659400,Nov 18 2020 - 12:30am,complete,Estadio Nacional de Lima (Lima),,Peru,Argentina,Wilmar Alexander RoldÃ¡n PÃ©rez,4,0.33,2.33,0.25,2.5,0,2,2,2,0,2,,17;28,3,6,3,0,3,0,2,1,0,3,13,18,2,4,11,14,18,13,54,46,1.34,1.67
UEFA Nations League,1605711600,Nov 18 2020 - 3:00pm,complete,Air Albania Stadium (TiranÃ« (Tirana)),,Albania,Belarus,Radu Petrescu,6,1.6,2,1.83,1.67,3,2,5,4,3,1,19;27;44,35;80,9,6,4,0,5,0,0,4,1,4,6,6,2,4,4,2,11,14,50,50,0.94,1.05
UEFA Nations League,1605711600,Nov 18 2020 - 3:00pm,complete,OrtalÄ±q Stadion (AlmatÄ± (Almaty)),,Kazakhstan,Lithuania,HÃ¼seyin GÃ¶Ã§ek,6,0.8,1,0.67,1.33,1,2,3,2,1,1,38,40;90+4,4,2,3,1,3,0,2,2,2,1,6,14,0,4,6,10,18,9,43,57,0.67,1.5
UEFA Nations League,1605718800,Nov 18 2020 - 5:00pm,complete,Neo GSP (NicosÃ­a (LevkosÃ­a)),,Armenia,North Macedonia,Bobby Madden,6,1.6,1.8,1.83,1.5,1,0,1,0,0,0,55,,5,4,4,0,1,0,3,1,0,1,7,10,4,4,3,6,20,11,34,66,0.91,1.34
UEFA Nations League,1605718800,Nov 18 2020 - 5:00pm,complete,Boris Paichadze Dinamo Arena (Tbilisi),,Georgia,Estonia,Irfan Peljto,6,1.2,0.4,1.17,0.5,0,0,0,0,0,0,,,3,3,1,0,3,0,0,1,2,1,10,4,4,0,6,4,12,14,68,32,1.37,0.39
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,Stadion Grbavica (Sarajevo),,Bosnia-Herzegovina,Italy,Artur Manuel Ribeiro Soares Dias,6,0.4,1.8,0.33,2,0,2,2,1,0,1,,22;68,3,8,1,0,2,0,0,1,0,2,8,13,2,3,6,10,13,14,44,56,0.88,1.42
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,,,Poland,Netherlands,Orel Grinfeeld,6,1.4,1.6,1.17,1.83,1,2,3,1,1,0,5,77;84,2,9,3,0,0,0,1,2,0,0,7,17,3,8,4,9,19,12,44,56,0.91,2.07
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,King Power at Den Dreef Stadion (Heverlee),,Belgium,Denmark,Slavko VinÄiÄ‡,6,2.4,2,2.5,1.67,4,2,6,2,1,1,3;57;69;87,17;86,7,5,1,0,0,0,0,1,0,0,4,7,2,3,2,4,13,8,50,50,0.64,0.89
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,Wembley Stadium (London),,England,Iceland,FÃ¡bio JosÃ© Costa VerÃ­ssimo,6,1.4,0,1.67,0,4,0,4,2,2,0,20;24;80;84,,8,2,1,0,3,1,1,0,1,3,16,3,9,0,7,3,15,17,73,27,2.29,0.34
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,Ernst-Happel-Stadion (Wien),,Austria,Norway,BenoÃ®t Bastien,6,2.4,1.8,2.17,1.67,1,1,2,0,0,0,90+4,61,8,4,1,0,3,0,1,0,0,3,16,8,6,4,10,4,8,15,60,40,1.89,1.03
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,Windsor Park (Belfast),,Northern Ireland,Romania,Sandro SchÃ¤rer,6,0.2,1.4,0.33,1.33,1,1,2,0,0,0,56,81,6,2,0,0,0,0,0,0,0,0,9,5,0,3,9,2,5,15,52,48,0.98,0.73
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,Doosan ArÃ©na (PlzeÅˆ),,Czech Republic,Slovakia,CÃ¼neyt Ã‡akÎ¹r,6,1.8,0.8,2,0.67,2,0,2,1,1,0,17;55,,2,4,0,0,1,0,0,0,0,1,8,8,4,4,4,4,20,9,54,46,1.12,1.09
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,Netanya Stadium (Netanya),,Israel,Scotland,PaweÅ‚ Raczkowski,6,1,2,1.33,1.67,1,0,1,1,1,0,44,,2,12,3,0,2,0,0,3,0,2,6,16,0,11,6,5,12,11,42,58,0.63,2.27
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,PuskÃ¡s ArÃ©na (Budapest),,Hungary,Turkey,Ivan KruÅ¾liak,6,1.6,1.2,1.83,1,2,0,2,0,0,0,57;90+4,,5,3,4,0,1,0,0,4,0,1,6,11,2,6,4,5,18,13,49,51,0.78,1.57
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,Stadion Rajko MitiÄ‡ (Beograd),,Serbia,Russia,Anthony Taylor,6,0.6,1.6,1,1.33,5,0,5,4,4,0,10;25;40;45+1;64,,6,7,2,0,3,0,0,2,0,3,7,15,4,8,3,7,8,14,50,50,0.95,1.9
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,Aviva Stadium (Dublin),,Republic of Ireland,Bulgaria,Lawrence Visser,6,0.4,0.2,0.5,0.33,0,0,0,0,0,0,,,4,6,2,0,2,0,2,0,2,0,7,8,2,2,5,6,10,25,56,44,0.9,0.9
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,Cardiff City Stadium (Cardiff (Caerdydd)),,Wales,Finland,JesÃºs Gil Manzano,6,2.6,2.4,2.67,2,3,1,4,1,1,0,29;46;84,63,5,3,1,0,0,1,0,1,1,0,17,7,10,3,7,4,11,6,66,34,2.36,0.85
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,Stadio Georgios Kamaras (AthÃ­na (Athens)),,Greece,Slovenia,Carlos Del Cerro Grande,6,2.2,2.6,2,2.33,0,0,0,0,0,0,,,7,4,4,1,5,0,0,5,2,3,14,4,11,2,3,2,18,16,60,40,2.03,0.66
UEFA Nations League,1605728700,Nov 18 2020 - 7:45pm,complete,Stadiumi Fadil Vokrri (PrishtinÃ« (Pristina)),,Kosovo,Moldova,Roomer Tarajev,6,0.4,0.2,0.83,0.17,1,0,1,1,1,0,31,,,,2,1,2,0,0,3,1,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1607097600,Dec 04 2020 - 4:00pm,complete,Abdullah bin Nasser bin Khalifa Stadium,,Qatar,Bangladesh,,8,2.6,0.83,2.67,0.71,5,0,5,2,2,0,9;33;72;78;90+2,,14,1,0,0,1,0,0,0,0,1,28,0,16,0,12,0,5,12,72,28,3.93,0.17
Friendly,1607560200,Dec 10 2020 - 12:30am,complete,Inter Miami CF Stadium (Fort Lauderdale- Florida),,USA,El Salvador,Jose Torres,,2.33,0,2.5,0,6,0,6,5,5,0,17;20;23;25;27;50,,6,0,0,0,1,0,0,0,0,1,13,4,5,4,8,0,12,17,50,50,1.48,0.62
Friendly,1610465400,Jan 12 2021 - 3:30pm,complete,Zabeel Stadium (Dubayy (Dubai)),,UAE,Iraq,Ahmed Abu Bakar Said Al Kaf,,0,0,2,2.33,0,0,0,0,0,0,,,3,1,1,0,1,0,1,0,0,1,5,4,4,2,1,2,,,59,41,0.77,0.49
African Nations Championship,1610812800,Jan 16 2021 - 4:00pm,complete,Stade Omnisport Ahmadou Ahidjo,,Cameroon,Zimbabwe,,1,0,2.5,1.33,1.43,1,0,1,0,0,0,72,,6,2,0,0,1,0,0,0,0,1,15,2,3,2,12,0,7,14,62,38,1.56,0.57
African Nations Championship,1610823600,Jan 16 2021 - 7:00pm,complete,Stade Omnisport Ahmadou Ahidjo,,Mali,Burkina,,1,2.5,2,1.9,1.6,1,0,1,0,0,0,70,,3,1,1,0,0,0,0,1,0,0,6,5,3,0,3,5,11,6,52,48,0.82,0.6
